step,vehicle_id,nearest_dist,ai_prediction,actual_collision,speed
10,0,523.6099519481864,1,0,14.362326833169536
10,1,103.252779875997,1,0,15.682288170652466
10,2,449.9728689752425,1,0,12.15672189879697
10,3,103.252779875997,1,0,7.817379168560729
10,4,449.9728689752425,1,0,3.756951180612929
10,5,228.15294341431942,1,0,0.0
20,0,257.09157587571616,1,0,9.310464241734147
20,1,207.84221541923708,1,0,19.576278352680077
20,10,31.122306932140038,1,0,0.0
20,2,31.122306932140038,1,0,11.277668622438833
20,3,207.84221541923708,1,0,16.33062718046467
20,4,137.51337889776886,1,0,21.89208942321798
20,5,301.5195803013779,1,0,4.605153028121533
20,6,77.06233824761703,1,0,13.250112580880048
20,7,137.51337889776886,1,0,8.045026956273801
20,8,540.0605435709373,1,0,7.581296455324628
20,9,77.06233824761703,1,0,3.896291628992185
30,0,136.30549816293038,1,0,8.679551420515033
30,1,77.13675504351359,1,0,20.167976720666907
30,10,77.13675504351359,1,0,7.486113531415932
30,11,79.0885036706303,1,0,16.93056802323554
30,12,226.2991935192135,1,0,9.613200073198378
30,13,423.7198848802364,1,0,8.209491404728034
30,14,193.95396163948897,1,0,3.621211390732787
30,15,44.111224497056185,1,0,0.0
30,2,47.70529551219416,1,0,6.788663075799221
30,3,79.0885036706303,1,0,23.17358728180309
30,4,173.5761495920489,1,0,22.00571695399208
30,5,236.16140728868461,1,0,10.365098710483089
30,6,47.70529551219416,1,0,13.653568194700107
30,7,44.111224497056185,1,0,18.4917025318994
30,8,597.5597627030363,1,0,12.039004163606226
30,9,103.99893491444229,1,0,11.45422837786375
40,0,96.29536552782571,1,0,28.164568122677142
40,1,4.83199544646067,1,0,0.024724139470536394
40,10,47.102398490475714,1,0,13.813667159538433
40,11,79.00581948433305,1,0,22.05458804959437
40,12,79.00581948433305,1,0,22.062725587039335
40,13,319.6054807327586,1,0,15.002450927175344
40,14,47.102398490475714,1,0,12.296351017278267
40,15,275.16259607035363,1,0,2.185273002845868
40,16,65.97509977802252,1,0,12.293271326839305
40,17,186.47697040267224,1,0,12.248557187940838
40,18,65.97509977802252,1,0,7.356366689247079
40,19,14.986820019646608,1,0,3.610016943444498
40,2,175.28486270416008,1,0,12.892517580057257
40,20,14.986820019646608,1,0,0.0
40,3,37.48194879129985,1,0,18.94952716932411
40,4,8.057689980565016,1,0,0.16729560795105142
40,5,258.5286011989579,1,0,9.594919654925091
40,6,4.83199544646067,1,0,4.820338180827663
40,7,150.04410188014484,1,0,19.58717046293158
40,8,410.6899877896812,1,0,13.024126744106546
50,0,97.84603499104207,1,0,18.741115374313573
50,1,46.900916626539185,1,0,18.203778051538393
50,10,115.44913975909604,1,0,22.537753034669343
50,11,26.82791828198206,1,0,10.162214813550598
50,12,104.81922104262313,1,0,22.535235676555043
50,13,115.44913975909604,1,0,14.504063853985393
50,14,66.45450371191191,1,0,13.155023707895383
50,15,89.0361243449771,1,0,19.658291611542648
50,16,113.32049752057517,1,0,18.644510434045966
50,17,166.0437580171932,1,0,12.328232482469552
50,18,119.00178292586035,1,0,8.376465334596697
50,19,66.42468850258435,1,0,14.78868558973442
50,2,94.96664681345486,1,0,13.054635918338546
50,20,66.42468850258435,1,0,10.798374537281058
50,21,199.33923064543,1,0,13.57349426897771
50,22,77.51206075475048,1,0,12.911782081332056
50,23,94.96664681345486,1,0,6.0476994170108815
50,24,89.0361243449771,1,0,3.5233972521033143
50,25,11.450416832256103,1,0,0.0
50,3,64.09077627655692,1,0,15.802965421103389
50,4,46.900916626539185,1,0,13.3332130810563
50,5,26.82791828198206,1,0,17.220636016113385
50,6,62.12033396272685,1,0,21.94170049868096
50,7,11.450416832256103,1,0,8.610135713526724
50,8,417.97713748573216,1,0,12.508232254487597
60,0,73.29567888271868,1,0,11.823060229790954
60,1,26.065743006024267,1,0,11.192493069270483
60,10,28.812865397224883,1,0,0.06861436924124009
60,11,113.64399563021048,1,0,2.3585812064492475
60,12,30.634363707719846,1,0,10.91397264649257
60,13,28.812865397224883,1,0,11.291089719369046
60,14,15.101368010030107,1,0,5.93699084536963
60,15,82.52140883537638,1,0,20.265951990198065
60,16,128.73319140001402,1,0,8.087738507791503
60,17,240.46416671565495,1,0,10.045484509193004
60,18,66.02476762988286,1,0,5.1618344218159695
60,19,52.26675867542595,1,0,18.561315381605137
60,2,73.29567888271868,1,0,6.408025777705479
60,20,38.218373388417035,1,0,16.83248440312301
60,21,68.67942542129279,1,0,13.181566319731692
60,22,144.03007344938084,1,0,7.167039537327363
60,23,66.02476762988286,1,0,24.10907281489811
60,24,150.66993838647647,1,0,17.801306733523028
60,25,15.101368010030107,1,0,5.505461059989371
60,26,150.66993838647647,1,0,2.543235536036752
60,27,44.15845652989916,1,0,10.029198368755168
60,28,35.18321927603546,1,0,7.5669168672524405
60,29,155.80292435044038,1,0,3.920408235816285
60,3,68.67942542129279,1,0,22.775063259398056
60,30,30.634363707719846,1,0,0.0
60,4,26.065743006024267,1,0,7.328774320244199
60,5,113.64399563021048,1,0,18.015778071462808
60,6,56.19797113830932,1,0,18.92556877827835
60,7,41.79999925786268,1,0,18.845534929554834
60,8,280.0839827037833,1,0,11.866746802953205
70,1,52.895862445988776,1,0,20.573187743069997
70,10,7.500197891149422,1,0,0.0
70,11,212.45825622745105,1,0,2.4326379789644252
70,12,214.41737263735845,1,0,23.003637224472207
70,13,7.500197891149422,1,0,0.0
70,14,95.89293424209966,1,0,21.68011979670947
70,15,10.669096204309977,1,0,0.004242634615981819
70,17,263.0210871363727,1,0,12.355401341219345
70,18,52.94812918925561,1,0,25.06878955405491
70,19,10.450922641996911,1,0,2.13413391557877
70,2,52.94812918925561,1,0,13.387579943763786
70,20,10.450922641996911,1,0,2.342710181517208
70,22,95.52963638304738,1,0,11.9461009360021
70,23,45.85270694867694,1,0,21.03418332145054
70,24,39.238388844416484,1,0,10.594371587062955
70,25,14.705354349459883,1,0,5.205111974689208
70,26,39.238388844416484,1,0,6.547545143653901
70,27,33.662505237675084,1,0,2.424302558371361
70,28,93.54666829454791,1,0,26.3530009380309
70,29,123.43506597941678,1,0,4.57460547132586
70,3,72.73028602667526,1,0,23.43823334610691
70,30,80.98674822945439,1,0,17.961057939962487
70,31,123.43506597941678,1,0,15.893425130568993
70,32,93.54666829454791,1,0,11.647067586239428
70,33,328.37892419488367,1,0,7.407747817994095
70,34,93.07904171726622,1,0,4.041281081037596
70,35,72.73028602667526,1,0,0.0
70,4,52.895862445988776,1,0,21.940683725739067
70,5,106.41964149287178,1,0,17.453717280418314
70,6,8.994479378507307,1,0,5.76319626142336
70,7,93.13413571992837,1,0,15.838707009110745
70,8,33.662505237675084,1,0,12.603368067018822
80,1,7.501201415765134,1,0,0.0010542608688787283
80,10,7.500197891149422,1,0,0.0
80,12,99.47883305827287,1,0,22.51220000601754
80,13,7.500197891149422,1,0,0.0
80,14,282.47424427021406,1,0,21.980099419976895
80,15,37.741646316927095,1,0,11.159307595827796
80,17,143.41610494891495,1,0,6.802035663959041
80,18,15.523153885232595,1,0,9.371929221287814
80,19,82.72023807399685,1,0,17.54695489476995
80,2,211.82325138364027,1,0,13.31847740273247
80,20,50.975301485943,1,0,20.096858087564215
80,22,15.523153885232595,1,0,3.5300710686101815
80,23,8.745252063900454,1,0,0.0
80,24,44.304581814944896,1,0,11.342554868573092
80,25,50.975301485943,1,0,18.88167589547087
80,26,44.44615096175315,1,0,12.009331788925634
80,27,29.05982283567422,1,0,12.020441931486703
80,28,28.817104265249945,1,0,30.680589530226676
80,29,50.526915266567116,1,0,11.850417680721273
80,3,58.385593290172494,1,0,12.584352078861833
80,30,73.7432227306882,1,0,14.734497623282314
80,31,81.35078376518194,1,0,4.9759392785100856
80,32,167.3489104765674,1,0,16.839086560089026
80,33,115.41459454762494,1,0,6.414910722738481
80,34,29.05982283567422,1,0,12.922534045899408
80,35,99.47883305827287,1,0,13.662951209267222
80,36,533.3071151904935,1,0,17.223546181223355
80,37,44.304581814944896,1,0,7.6559244955809636
80,38,37.468399646399945,1,0,8.036809915467167
80,39,115.41459454762494,1,0,4.712733777193353
80,4,7.527553380494221,1,0,0.03061057270874485
80,40,477.4826727968863,1,0,0.0
80,5,37.741646316927095,1,0,16.02344715736569
80,6,7.500275796653847,1,0,0.0
80,7,13.650991781840712,1,0,9.565105026224057
80,8,68.0621992960978,1,0,12.764638442519074
90,1,7.500210498816698,1,0,0.0
90,10,7.500197891149422,1,0,0.0
90,12,72.43449463679093,1,0,7.202927350030659
90,13,7.500197891149422,1,0,0.0
90,14,480.3576199118833,1,0,14.95256790334315
90,15,34.548508560871134,1,0,11.71174524551016
90,17,66.6924154176288,1,0,12.365463098206469
90,18,155.6815480122174,1,0,9.284059716229669
90,19,59.36795266067997,1,0,24.60234483224069
90,20,34.548508560871134,1,0,11.007067876386396
90,22,74.3252632280572,1,0,19.85866915621143
90,23,9.08752241292132,1,0,2.002997548645362
90,24,100.40301317426514,1,0,5.300003107933374
90,25,37.83595818146877,1,0,15.881300294885836
90,26,24.070714740897028,1,0,8.055347366601387
90,27,66.6924154176288,1,0,12.515981643688463
90,28,41.85257209108059,1,0,31.068004761013103
90,29,41.85257209108059,1,0,23.121940543023502
90,3,24.070714740897028,1,0,8.407290343682378
90,30,11.251763084461782,1,0,8.171065607042365
90,31,85.84162631352203,1,0,24.66013667256232
90,32,62.88383068506347,1,0,5.267204878842924
90,33,107.75874845749608,1,0,4.022716968326135
90,34,125.90308175120256,1,0,1.7351072438021389
90,35,119.55949597979632,1,0,11.74904075363159
90,36,295.1421698647417,1,0,26.034144414644413
90,37,57.216135371895724,1,0,15.211169364647189
90,38,74.3252632280572,1,0,15.131619884956004
90,39,17.37112663796696,1,0,11.541366413687555
90,4,7.500214568507527,1,0,0.0
90,40,71.47688197583162,1,0,20.249264850094917
90,41,58.87775751648762,1,0,14.254123162198812
90,42,71.47688197583162,1,0,11.931195953930729
90,43,27.36729616041457,1,0,7.180436118994841
90,44,17.37112663796696,1,0,3.424965487699956
90,45,59.36795266067997,1,0,0.0
90,5,62.88383068506347,1,0,13.835912658459879
90,6,7.500210498816698,1,0,0.0
90,7,7.500214568507527,1,0,0.0
90,8,43.336322639022704,1,0,3.5999636043232774
100,1,7.500210498816698,1,0,0.0
100,10,7.500197891149422,1,0,0.0
100,12,10.621059194865202,1,0,5.311588102762094
100,13,7.500197891149422,1,0,0.0
100,14,326.760258301437,1,0,15.646197587729544
100,15,70.95597786387242,1,0,19.956031016587932
100,17,128.6889578696324,1,0,9.393029778233522
100,18,162.93768133553652,1,0,12.385702219846689
100,19,42.252383556491466,1,0,11.665358032816721
100,20,15.63969966916495,1,0,9.675366064616506
100,22,37.73322787541753,1,0,26.655721236767246
100,23,6.892151094510303,1,0,16.003143816524073
100,24,192.6867471198439,1,0,22.47385484662699
100,25,15.63969966916495,1,0,2.35479088071099
100,26,14.876322396263406,1,0,9.202588778528922
100,27,56.713195467170266,1,0,12.052210720437177
100,28,36.427210191116636,1,0,14.858592130048617
100,29,141.6475268156389,1,0,25.28363982739536
100,3,89.9206719754073,1,0,14.067514751911416
100,30,7.50025802443421,1,0,0.0
100,31,141.6475268156389,1,0,31.594842168813734
100,32,181.2554869379896,1,0,20.640196247734302
100,33,118.91792471100571,1,0,13.895650766061364
100,34,107.53012868060439,1,0,21.363842819601057
100,35,42.252383556491466,1,0,10.494112058083624
100,36,14.876322396263406,1,0,26.501767128598598
100,37,131.30570314775238,1,0,10.411862343937628
100,38,94.33982614846614,1,0,14.350564258333604
100,39,56.713195467170266,1,0,11.511831479412704
100,4,7.500214568507527,1,0,0.0
100,40,61.06061295372921,1,0,21.915479958397437
100,41,107.21441054753899,1,0,0.0773910717881509
100,42,61.06061295372921,1,0,29.90178810894878
100,43,94.33982614846614,1,0,27.079421903705235
100,44,118.91792471100571,1,0,7.188167974578571
100,45,36.38915645846686,1,0,19.774159419606438
100,46,10.621059194865202,1,0,0.2978828355455733
100,47,95.18866601591043,1,0,11.367119553491175
100,48,95.18866601591043,1,0,7.552622143342161
100,49,58.70527129596679,1,0,4.239806598797441
100,5,36.38915645846686,1,0,17.366209013696462
100,50,145.73130330974448,1,0,0.0
100,6,7.500210498816698,1,0,0.0
100,7,7.500214568507527,1,0,0.0
100,8,6.892151094510303,1,0,0.0
110,1,7.500210498816698,1,0,0.0
110,10,11.366806270547197,1,0,3.4623317264020446
110,12,57.60640286952625,1,0,10.344455615861149
110,13,8.513576188160458,1,0,1.0134113465742463
110,14,175.53949400305706,1,0,21.149522913696554
110,15,7.501742021459823,1,0,0.0017817180568107825
110,17,26.053617339635636,1,0,12.061940683119843
110,18,89.07980269898339,1,0,7.326265202202706
110,19,95.56626598846763,1,0,8.479005568225615
110,20,7.500317618550405,1,0,0.0008978334655243359
110,22,22.08510993118051,1,0,6.311297167073935
110,23,31.542030746573225,1,0,24.087452596954545
110,24,126.85963276670049,1,0,4.1165309132464225
110,25,7.500317618550405,1,0,0.0
110,26,139.49130424693791,1,0,24.798562551615188
110,27,79.69529799785685,1,0,13.141100274184316
110,28,26.4650289066021,1,0,10.243766894240029
110,29,31.542030746573225,1,0,25.477014071216377
110,30,7.50025802443421,1,0,0.0
110,31,58.30523451589085,1,0,24.12583600793827
110,32,155.9167398385179,1,0,13.625162770422651
110,33,325.88852119388036,1,0,15.59734842984923
110,34,138.03547279616464,1,0,21.29189071710477
110,35,89.07980269898339,1,0,22.18860273337161
110,36,169.38814885680358,1,0,26.71141917047529
110,37,139.49130424693791,1,0,25.231967141015094
110,38,38.457887871549296,1,0,14.085117412449168
110,39,67.78547230019987,1,0,12.006358974250233
110,4,7.500214568507527,1,0,0.0
110,40,7.537464112404426,1,0,0.1041890613007185
110,41,26.053617339635636,1,0,9.69352447795537
110,42,7.537464112404426,1,0,0.5133849152759116
110,43,126.85963276670049,1,0,14.151179528193424
110,44,67.78547230019987,1,0,14.291187105634833
110,45,94.76703969868004,1,0,19.600907002261746
110,46,26.4650289066021,1,0,13.081510025440007
110,47,85.5355417106352,1,0,11.666549716602713
110,48,32.56800915377861,1,0,12.085934413659558
110,49,8.707750131672638,1,0,5.591928084122987
110,50,138.60460348164887,1,0,9.430432447308899
110,51,8.707750131672638,1,0,5.018220310699574
110,52,167.60209138548427,1,0,11.576377120800316
110,53,38.457887871549296,1,0,8.495860403496772
110,54,32.56800915377861,1,0,3.545122644933872
110,55,867.8673268164811,1,0,0.0
110,6,7.500210498816698,1,0,0.0
110,7,7.500214568507527,1,0,0.0
110,8,90.76642179777203,1,0,16.77573583922787
120,1,16.996624492189536,1,0,7.759651277795747
120,10,3.3526140473244577,1,0,6.976476930018812
120,12,128.92193466488945,1,0,13.340342349992559
120,13,11.050104895239764,1,0,8.521830896484861
120,14,58.61577663855924,1,0,21.155726377207166
120,15,13.506138150567102,1,0,5.339259701158966
120,17,11.276697896437199,1,0,8.554730611626589
120,18,67.39476464931768,1,0,6.712624444460764
120,19,82.35085042524528,1,0,7.379902378531276
120,20,14.698089851348232,1,0,7.473905476074319
120,22,18.42711900602942,1,0,12.811288071060552
120,23,23.470665495401082,1,0,7.942735978122502
120,25,14.698089851348232,1,0,6.2042644137600425
120,26,72.52427988110901,1,0,24.2995622548269
120,27,194.83125674843794,1,0,12.591585669521772
120,28,95.1982537133218,1,0,7.650829502162344
120,29,17.68484513830045,1,0,14.58410499439318
120,30,16.60698576086274,1,0,6.581349673100293
120,31,6.892154092273662,1,0,0.0017349388198555813
120,32,13.506138150567102,1,0,4.996244736901072
120,33,217.5681787970375,1,0,6.302764935002245
120,34,134.21979522310568,1,0,9.312184274274484
120,35,58.61577663855924,1,0,12.888654975866935
120,36,23.470665495401082,1,0,27.022860451633765
120,37,72.52427988110901,1,0,21.91081169433493
120,38,91.61553991683807,1,0,4.755323380751757
120,39,46.17577854940061,1,0,11.21138389889171
120,4,6.892154092273662,1,0,8.814981004014674
120,40,7.5252282083926,1,0,0.0
120,41,175.35152169089764,1,0,21.04181702759013
120,42,7.5252282083926,1,0,0.0
120,43,76.85655328308633,1,0,14.377779881951035
120,44,46.17577854940061,1,0,10.593665133698122
120,45,67.81169834467809,1,0,19.042293567449274
120,46,82.35085042524528,1,0,8.761372065362101
120,47,51.25114962789372,1,0,11.456530289809852
120,48,51.25114962789372,1,0,12.588702281838213
120,49,3.3526140473244577,1,0,0.41011118696161053
120,50,75.36206229397371,1,0,5.119753999087207
120,51,38.56034848031931,1,0,11.382017848448493
120,52,151.60689292860832,1,0,4.916794623229885
120,53,21.380299334518284,1,0,0.0
120,54,98.86301498152768,1,0,12.515674341941063
120,55,685.8672246250247,1,0,21.745644123375303
120,56,67.39476464931768,1,0,10.486115768458694
120,57,95.1982537133218,1,0,11.031988026876933
120,58,112.79657130200422,1,0,8.356746056978592
120,59,67.81169834467809,1,0,3.430540979234501
120,6,17.68484513830045,1,0,13.002786560101187
120,60,194.83125674843794,1,0,0.0
120,7,16.714719720668526,1,0,8.3911978582786
120,8,83.39780803928656,1,0,25.52362137145669
130,1,8.83582206628936,1,0,9.88319478654124
