id,speed,x,y,accel,ts
0,0.0,1243.0306240232744,2429.6767692850217,0.0,0
0,14.362326833169536,1276.4304648761813,2520.1176949228084,0.42128848454449397,10
1,15.682288170652466,401.5380497928541,2642.108131675256,2.0876624331111096,10
2,12.15672189879697,781.9272199153621,2347.9726325411,2.451604021689855,10
3,7.817379168560729,483.37903604823146,2705.0619998714856,2.2493048445787283,10
4,3.756951180612929,644.1961107469939,1919.596951180613,1.7669511806129288,10
5,0.0,616.6880889309366,2890.217237464522,0.0,10
0,9.310464241734147,1271.2798405848112,2591.0080641567006,2.215580755379051,20
1,19.576278352680077,571.4042578627202,2542.68125884466,-0.5445276474347338,20
10,0.0,881.1237900874636,2406.8856559766764,0.0,20
2,11.277668622438833,850.0504827570687,2408.631382280872,1.4564956783317022,20
3,16.33062718046467,398.43643756673634,2657.9223958246153,1.8987459438154488,20
4,21.89208942321798,660.5506799743114,2075.585349089212,-0.9086176178418093,20
5,4.605153028121533,614.2008783409192,2868.539972020248,2.4078818986890846,20
6,13.250112580880048,1017.5968642001953,2421.753588751737,0.6527299527772623,20
7,8.045026956273801,645.40809332282,1938.908242573953,2.4308949932456017,20
8,7.581296455324628,1797.1014188812974,2467.8128592178377,2.565167858637869,20
9,3.896291628992185,1031.7979018833448,2497.4961428736565,2.518745305435732,20
0,8.679551420515033,1177.8513942936133,2541.5806335208413,1.6254563231486836,30
1,20.167976720666907,753.4354237157011,2452.320196568328,0.07713533791247684,30
10,7.486113531415932,828.8862424655568,2436.281090339506,1.3188619117252536,30
11,16.93056802323554,653.402275416931,2505.3129226865826,1.9622133357217564,30
12,9.613200073198378,408.1435910762689,2683.3013575787795,2.1551730210660027,30
13,8.209491404728034,1127.751610401923,2974.082588590208,2.384142452129164,30
14,3.621211390732787,900.2008946202386,2616.6483812314777,1.7295081777498122,30
15,0.0,655.11,2063.34,0.0,30
2,6.788663075799221,1011.2900027123994,2379.146098752209,-4.5,30
3,23.17358728180309,581.0995125107813,2537.3644731794434,-0.7952504219952985,30
4,22.00571695399208,747.5461699718651,2278.84398379683,-0.03301533348858143,30
5,10.365098710483089,525.1526284748484,2888.4381301468147,-0.46158620864152944,30
6,13.653568194700107,964.3509595346651,2387.6620511631004,2.4768780637998127,30
7,18.4917025318994,668.2258315658993,2105.456209337554,-0.7969099519774332,30
8,12.039004163606226,1774.0428550182912,2581.9961275878927,-0.49764113356359374,30
9,11.45422837786375,1061.830038703217,2470.0388004690426,0.7567486166255541,30
0,28.164568122677142,1126.906965297824,2356.849930384032,2.3834145776461817,40
1,0.024724139470536394,820.9590146504538,2419.568705316032,-0.00930642857480743,40
10,13.813667159538433,882.1106660005678,2597.066379229011,-4.5,40
11,22.05458804959437,461.0180565832521,2608.8990235872257,-0.05970649807714068,40
12,22.062725587039335,527.7573531003277,2566.616807316116,-1.0922753246501067,40
13,15.002450927175344,1119.1221851623598,2835.614223160792,-0.5815224743681036,40
14,12.296351017278267,926.2909628768302,2580.7342847068476,2.001554116629995,40
15,2.185273002845868,657.6903406197176,2020.1852531613479,-0.14015692721586692,40
16,12.293271326839305,1271.798476454006,2336.0941933501254,2.253249528934248,40
17,12.248557187940838,1454.9892938562457,2301.24042870327,1.1119949116352092,40
18,7.356366689247079,1220.8489098875498,2378.0090529754452,1.4967292675981305,40
19,3.610016943444498,1034.267470750105,2493.8606806275757,2.300608784821816,40
2,12.892517580057257,966.774544952976,2285.559040028271,0.061791612859815714,40
20,0.0,1020.6434944237918,2487.616319702602,0.0,40
3,18.94952716932411,786.9565658194006,2435.3398802464303,-3.71863593257498,40
4,0.16729560795105142,820.4594238634949,2411.5265179973676,-3.5097524249359706,40
5,9.594919654925091,478.1205173324334,2866.8613143861185,1.3537446130299937,40
6,4.820338180827663,824.4352039850396,2422.92493649173,-0.32170007394161093,40
7,19.58717046293158,748.1608432737678,2280.0497225020026,0.9113927315687746,40
8,13.024126744106546,1729.4726295925348,2606.732105306362,0.7607907784171406,40
0,18.741115374313573,1069.575923232602,2093.125047570615,-4.058069523936133,50
1,18.203778051538393,853.323521113213,2510.103494530547,1.7164736561942853,50
10,22.537753034669343,1010.3090177022042,2627.5605132464952,2.396779088629412,50
11,10.162214813550598,444.49779710013155,2702.0293406837313,2.4758313920814548,50
12,22.535235676555043,729.3578953711891,2464.496778106881,0.3678090335801265,50
13,14.504063853985393,1110.584216544049,2684.774046333902,-0.9866701101651412,50
14,13.155023707895383,904.293816221288,2455.6542078079074,-0.5203506959369406,50
15,19.658291611542648,681.7550146680413,2142.6955266219593,-0.47450548545457494,50
16,18.644510434045966,1197.9047522781468,2170.6791320509383,-0.24611669057048857,50
17,12.328232482469552,1341.3190994317677,2254.3621925050884,-0.134481101855636,50
18,8.376465334596697,1198.044337905261,2436.8304185064026,-3.0920781208436896,50
19,14.78868558973442,1084.0733403093673,2402.595406508006,-0.20660404472146254,50
2,13.054635918338546,993.2152746187303,2209.0116398459654,-0.4725811828542632,50
20,10.798374537281058,1017.7382315556679,2399.146843140423,-2.3112547672769974,50
21,13.57349426897771,508.700593714778,2241.6313455291815,0.5713356477913187,50
22,12.911782081332056,996.593098422938,2324.5747108975584,2.4104336625430722,50
23,6.0476994170108815,1086.1672546841148,2189.554162904804,1.9540979481069378,50
24,3.5233972521033143,655.2044192952252,2057.710249522198,1.4170440264046196,50
25,0.0,833.6224503311258,2413.8309933774835,0.0,50
3,15.802965421103389,786.1957746980137,2363.451104545638,2.3723126362776394,50
4,13.3332130810563,838.5845633398872,2465.5786800540586,1.9057899086736132,50
5,17.220636016113385,422.21594179372397,2716.9710983932187,-0.11861176721286171,50
6,21.94170049868096,872.8452926477044,2569.076677654708,-0.9029547534609428,50
7,8.610135713526724,822.4429858995128,2416.307204324619,1.8451774033906672,50
8,12.508232254487597,1610.7843856377287,2573.882687920807,-0.2925452864728868,50
0,11.823060229790954,1029.2018536215762,2110.671116698141,1.3675617892760776,60
1,11.192493069270483,915.4293597090293,2619.3911263352175,1.926112674665637,60
10,0.06861436924124009,1171.397690525304,2633.9708256202043,-4.247848497467713,60
11,2.3585812064492475,520.3194206800583,2698.759149952343,0.4783431954914703,60
12,10.91397264649257,806.1930274916111,2394.094206268588,2.3409461051924154,60
13,11.291089719369046,1142.6181000184024,2632.586490886961,1.6896679393947114,60
14,5.93699084536963,876.1734815517513,2403.8175766994996,1.5302162752486774,60
15,20.265951990198065,768.280943516076,2320.797161274896,0.7420019905082853,60
