step,ego_vid,cri_left,cri_right,alert_left,alert_right,scenario_type,top_threat,top_cri
1296,55,0.0004662503035599141,0.37003068649274035,SAFE,CAUTION,normal,13,0.37003068649274035
1297,36,0.500781221354877,1.4188240635748194e-20,CAUTION,SAFE,normal,33,0.500781221354877
1297,5,0.4524852502769038,4.429086090429888e-77,CAUTION,SAFE,normal,33,0.4524852502769038
1297,55,0.0007399192693042388,0.5128466332198269,SAFE,CAUTION,normal,13,0.5128466332198269
1298,36,0.4621621450626516,5.538035472229179e-21,CAUTION,SAFE,normal,33,0.4621621450626516
1298,5,0.40785343584036926,4.2940265413641727e-75,CAUTION,SAFE,normal,33,0.40785343584036926
1298,55,0.0015392802465712012,0.40998194705068763,SAFE,CAUTION,normal,13,0.40998194705068763
1299,36,0.3718272841284283,5.3827882524967994e-20,CAUTION,SAFE,normal,33,0.3718272841284283
1299,5,0.31447970553489574,9.867687380584893e-57,CAUTION,SAFE,normal,33,0.31447970553489574
1299,55,0.003978885504471475,0.32531311663249557,SAFE,CAUTION,normal,13,0.32531311663249557
1300,36,0.35666370866714525,1.5191870658347033e-21,CAUTION,SAFE,normal,33,0.35666370866714525
1300,55,0.009982183409195964,0.3525582320374384,SAFE,CAUTION,normal,13,0.3525582320374384
1301,36,0.39861661550523647,4.413551116425638e-21,CAUTION,SAFE,normal,33,0.39861661550523647
1301,55,0.013163659962166313,0.31687832566235297,SAFE,CAUTION,normal,13,0.31687832566235297
1302,36,0.3536790220775056,2.778071869858983e-20,CAUTION,SAFE,normal,33,0.3536790220775056
1302,55,0.00575783930924432,0.3096405377064589,SAFE,CAUTION,normal,13,0.3096405377064589
1303,14,0.37987251670182504,1.2200970073435085e-131,CAUTION,SAFE,normal,1,0.37987251670182504
1303,36,0.33405943450252124,2.00240060193474e-20,CAUTION,SAFE,normal,33,0.33405943450252124
1304,14,0.6100915063996204,1.8959194947759756e-29,CAUTION,SAFE,normal,1,0.6100915063996204
1304,47,0.45560621640991855,1.421454973860352e-157,CAUTION,SAFE,normal,44,0.45560621640991855
1304,72,0.3305211682983451,0.0,CAUTION,SAFE,normal,9,0.3305211682983451
1306,39,0.0,0.5140998489183622,SAFE,CAUTION,normal,25,0.5140998489183622
1306,bsp_82,0.7145866549657297,0.0,WARNING,SAFE,normal,bsp_85,0.7145866549657297
1307,39,0.0,0.39199578238052674,SAFE,CAUTION,normal,25,0.39199578238052674
1307,bsp_82,0.6799440289262967,0.0,WARNING,SAFE,normal,bsp_85,0.6799440289262967
1308,36,0.34637161563535507,3.267414287968503e-17,CAUTION,SAFE,normal,33,0.34637161563535507
1308,39,0.0,0.4775177892584553,SAFE,CAUTION,normal,25,0.4775177892584553
1308,bsp_82,0.6230644589504627,0.0,WARNING,SAFE,normal,bsp_85,0.6230644589504627
1309,36,0.4214932054715457,3.2837573340273424e-17,CAUTION,SAFE,normal,33,0.4214932054715457
1309,39,0.0,0.4579594739599774,SAFE,CAUTION,normal,25,0.4579594739599774
1309,43,0.4182987178803735,0.0,CAUTION,SAFE,normal,42,0.4182987178803735
1309,bsp_82,0.4869290750829411,0.0,CAUTION,SAFE,normal,bsp_85,0.4869290750829411
1310,36,0.34749982212867675,9.038614523605326e-18,CAUTION,SAFE,normal,33,0.34749982212867675
1310,39,0.0,0.5024297335939015,SAFE,CAUTION,normal,25,0.5024297335939015
1310,43,0.4490677347094631,0.0,CAUTION,SAFE,normal,42,0.4490677347094631
1310,bsp_82,0.3124637305480556,0.0,CAUTION,SAFE,normal,bsp_85,0.3124637305480556
1310,bsp_85,0.0,0.6920637055429528,SAFE,WARNING,normal,bsp_82,0.6920637055429528
1311,36,0.3127211446748989,8.344251529524079e-19,CAUTION,SAFE,normal,33,0.3127211446748989
1311,39,0.0,0.44803608992683847,SAFE,CAUTION,normal,25,0.44803608992683847
1311,bsp_85,0.0,0.754131827128594,SAFE,WARNING,normal,bsp_82,0.754131827128594
1312,36,0.3349601585257874,5.336162005837491e-19,CAUTION,SAFE,normal,33,0.3349601585257874
1312,39,0.0,0.39524280888468355,SAFE,CAUTION,normal,25,0.39524280888468355
1313,39,0.0,0.39604913229004496,SAFE,CAUTION,normal,25,0.39604913229004496
1314,39,0.0,0.39365970709431,SAFE,CAUTION,normal,25,0.39365970709431
1314,43,0.7481510675164685,1.3300197012709755e-05,WARNING,SAFE,normal,42,0.7481510675164685
1315,39,8.795765410048495e-19,0.3132659057590684,SAFE,CAUTION,normal,25,0.3132659057590684
1315,43,0.73504534953017,5.758604966987605e-14,WARNING,SAFE,normal,42,0.73504534953017
1316,13,0.6396048332216872,0.010256881470438633,WARNING,SAFE,normal,55,0.6396048332216872
1316,43,0.6812361706167102,1.583025653275099e-05,WARNING,SAFE,normal,42,0.6812361706167102
1316,66,0.34224496434227536,0.01492723873701465,CAUTION,SAFE,normal,17,0.34224496434227536
1317,13,0.4373534855373124,0.01778636631872837,CAUTION,SAFE,normal,55,0.4373534855373124
1317,66,0.31512033027514863,0.0033991214728826442,CAUTION,SAFE,normal,17,0.31512033027514863
1319,55,4.262017066016859e-15,0.41354803038111665,SAFE,CAUTION,normal,13,0.41354803038111665
1320,55,4.2711106266988504e-19,0.46262010612101795,SAFE,CAUTION,normal,13,0.46262010612101795
1321,55,9.971296854105739e-21,0.41685524840016885,SAFE,CAUTION,normal,13,0.41685524840016885
1322,55,1.9070055761006787e-23,0.401128696313831,SAFE,CAUTION,normal,13,0.401128696313831
1323,55,7.771635123352288e-28,0.33314069431719096,SAFE,CAUTION,normal,13,0.33314069431719096
1328,62,9.843965655916286e-07,0.30771909139712766,SAFE,CAUTION,normal,14,0.30771909139712766
1329,bsd_demo_31,0.7204627011842918,0.0,WARNING,SAFE,normal,bsd_demo_32,0.7204627011842918
1330,bsd_demo_31,0.7558457153527993,0.0,WARNING,SAFE,normal,bsd_demo_32,0.7558457153527993
1331,bsd_demo_31,0.6092506037808116,0.0,WARNING,SAFE,normal,bsd_demo_32,0.6092506037808116
1332,59,1.3346610349142302e-16,0.33069101369316617,SAFE,CAUTION,normal,61,0.33069101369316617
1332,bsd_demo_31,0.6410674228565434,0.0,WARNING,SAFE,normal,bsd_demo_32,0.6410674228565434
1333,59,2.841727745751312e-14,0.3784534281046331,SAFE,CAUTION,normal,61,0.3784534281046331
1333,bsd_demo_31,0.725095292412185,0.0,WARNING,SAFE,normal,bsd_demo_32,0.725095292412185
1334,59,2.734735245130412e-12,0.32062734774763324,SAFE,CAUTION,normal,61,0.32062734774763324
1334,bsd_demo_31,0.7130213488487038,0.0,WARNING,SAFE,normal,bsd_demo_32,0.7130213488487038
1335,59,3.936073213668961e-12,0.37189871057211604,SAFE,CAUTION,normal,61,0.37189871057211604
1335,bsd_demo_31,0.6899917230091629,0.0,WARNING,SAFE,normal,bsd_demo_32,0.6899917230091629
1336,59,1.0678866237576833e-11,0.33155775129912834,SAFE,CAUTION,normal,61,0.33155775129912834
1336,bsd_demo_31,0.5378884580254953,0.0,CAUTION,SAFE,normal,bsd_demo_32,0.5378884580254953
1337,59,2.7703653158238433e-12,0.3960818846536912,SAFE,CAUTION,normal,61,0.3960818846536912
1337,bsd_demo_31,0.5643393408410257,0.0,CAUTION,SAFE,normal,bsd_demo_32,0.5643393408410257
1338,59,5.393620845460231e-14,0.4442511683469478,SAFE,CAUTION,normal,61,0.4442511683469478
1338,bsd_demo_31,0.5398274720404022,0.0,CAUTION,SAFE,normal,bsd_demo_32,0.5398274720404022
1339,59,1.3384578939317212e-14,0.45764611270600297,SAFE,CAUTION,normal,61,0.45764611270600297
1339,bsd_demo_31,0.583703325884132,0.0,CAUTION,SAFE,normal,bsd_demo_32,0.583703325884132
1340,59,3.8278260947941e-16,0.44488390459258637,SAFE,CAUTION,normal,61,0.44488390459258637
1340,bsd_demo_31,0.40453098270696114,0.0,CAUTION,SAFE,normal,bsd_demo_32,0.40453098270696114
1340,bsd_demo_32,0.0,0.33193340210363687,SAFE,CAUTION,normal,bsd_demo_29,0.33193340210363687
1341,59,2.7099304659007454e-17,0.34732916658573737,SAFE,CAUTION,normal,61,0.34732916658573737
1341,bsd_demo_31,0.32122559066629536,0.0,CAUTION,SAFE,normal,bsd_demo_32,0.32122559066629536
1341,bsd_demo_32,0.0,0.3389463465243407,SAFE,CAUTION,normal,bsd_demo_29,0.3389463465243407
1342,59,1.4948202596843036e-19,0.30870653616305577,SAFE,CAUTION,normal,61,0.30870653616305577
1356,bsp_88,0.6851557715581643,0.0,WARNING,SAFE,HNR,bsp_86,0.6851557715581643
1357,2,0.6871616338391304,3.2949424647035216e-10,WARNING,SAFE,HNR,1,0.6871616338391304
1357,59,0.0,0.30989147987172777,SAFE,CAUTION,HNR,61,0.30989147987172777
1357,bsp_88,0.43869803467043283,0.0,CAUTION,SAFE,HNR,bsp_86,0.43869803467043283
1357,bsp_89,0.0,0.6315023615696025,SAFE,WARNING,HNR,bsp_86,0.6315023615696025
1358,2,0.5813502601125463,1.4305438746625466e-09,CAUTION,SAFE,HNR,1,0.5813502601125463
1358,59,0.0,0.3218580883925704,SAFE,CAUTION,HNR,61,0.3218580883925704
1358,bsp_89,0.0,0.7207441555891032,SAFE,WARNING,HNR,bsp_86,0.7207441555891032
1359,2,0.4726453557547392,1.006457201340678e-08,CAUTION,SAFE,HNR,1,0.4726453557547392
1359,59,0.0,0.3530871409972972,SAFE,CAUTION,HNR,61,0.3530871409972972
1360,59,0.0,0.3297653570480883,SAFE,CAUTION,HNR,61,0.3297653570480883
1363,bsd_demo_32,0.0,0.381759206061482,SAFE,CAUTION,HNR,bsd_demo_31,0.381759206061482
1364,bsd_demo_31,0.5670867312909279,0.0,CAUTION,SAFE,HNR,bsd_demo_32,0.5670867312909279
1364,bsd_demo_32,0.0,0.4989817025424769,SAFE,CAUTION,HNR,bsd_demo_31,0.4989817025424769
1365,36,0.0,0.306561035184327,SAFE,CAUTION,HNR,33,0.306561035184327
1365,bsd_demo_31,0.46233441040178724,0.0,CAUTION,SAFE,HNR,bsd_demo_32,0.46233441040178724
1365,bsd_demo_32,0.0,0.46382344209122867,SAFE,CAUTION,HNR,bsd_demo_31,0.46382344209122867
1368,59,0.0,0.3776410462165866,SAFE,CAUTION,HNR,61,0.3776410462165866
1369,36,0.0,0.3686391651176898,SAFE,CAUTION,HNR,33,0.3686391651176898
1369,bsp_91,9.170347747520145e-129,0.6709727874062382,SAFE,WARNING,HNR,bsp_86,0.6709727874062382
1370,36,0.0,0.42404085853749,SAFE,CAUTION,HNR,33,0.42404085853749
1371,36,0.0,0.46284927250266916,SAFE,CAUTION,HNR,33,0.46284927250266916
1372,36,0.0,0.4066065809316773,SAFE,CAUTION,HNR,33,0.4066065809316773
1373,36,0.0,0.4250475297501152,SAFE,CAUTION,HNR,33,0.4250475297501152
1374,36,0.0,0.4284509814285137,SAFE,CAUTION,HNR,33,0.4284509814285137
1375,2,0.5666971404757395,1.0137677880007312e-06,CAUTION,SAFE,HNR,1,0.5666971404757395
1375,36,0.0,0.4871099225268266,SAFE,CAUTION,HNR,33,0.4871099225268266
1376,2,0.6455337377871551,1.097890245565057e-05,CAUTION,SAFE,HNR,1,0.6455337377871551
1376,36,0.0,0.42216611354444783,SAFE,CAUTION,HNR,33,0.42216611354444783
1377,1,0.5816120219664667,1.2508417820895054e-120,CAUTION,SAFE,HNR,2,0.5816120219664667
1377,2,0.7000317161859875,5.500561455050295e-06,CAUTION,SAFE,HNR,1,0.7000317161859875
1377,36,0.0,0.41991828112179747,SAFE,CAUTION,HNR,33,0.41991828112179747
1377,43,0.5685629168902658,0.0,CAUTION,SAFE,HNR,42,0.5685629168902658
1377,59,0.0,0.4853177789467122,SAFE,CAUTION,HNR,61,0.4853177789467122
1377,bsd_demo_33,0.0,0.7329192521913629,SAFE,WARNING,HNR,55,0.7329192521913629
1378,1,0.7488218627143475,0.0,CAUTION,SAFE,HNR,2,0.7488218627143475
1378,2,0.7330028450725845,5.058352856029155e-07,WARNING,SAFE,HNR,1,0.7330028450725845
1378,36,0.0,0.5369328569556387,SAFE,CAUTION,HNR,33,0.5369328569556387
1378,42,0.7713989488438301,5.203276561187178e-06,WARNING,SAFE,HNR,43,0.7713989488438301
1378,43,0.7389262682064062,0.0,CAUTION,SAFE,HNR,42,0.7389262682064062
1378,47,1.5673894130021873e-09,0.3823866245202269,SAFE,CAUTION,HNR,54,0.3823866245202269
1378,52,0.5460529503515591,0.0,CAUTION,SAFE,HNR,57,0.5460529503515591
1378,59,0.0,0.4874096816086012,SAFE,CAUTION,HNR,61,0.4874096816086012
1379,2,0.7041791337702507,7.523737803471086e-09,WARNING,SAFE,HNR,1,0.7041791337702507
1379,36,0.0,0.4930395893179165,SAFE,CAUTION,HNR,33,0.4930395893179165
1379,42,0.8351413694262346,3.6360133932979894e-72,WARNING,SAFE,HNR,43,0.8351413694262346
1379,47,5.126767888551007e-10,0.44802675967311223,SAFE,CAUTION,HNR,54,0.44802675967311223
1379,52,0.44587597918715793,0.0,CAUTION,SAFE,HNR,57,0.44587597918715793
1379,59,0.0,0.5380349212721639,SAFE,CAUTION,HNR,61,0.5380349212721639
1380,2,0.628998276596526,2.4426552266334205e-10,WARNING,SAFE,HNR,1,0.628998276596526
1380,36,0.0,0.47191091866769114,SAFE,CAUTION,HNR,33,0.47191091866769114
1380,42,0.8318908522912074,0.0,WARNING,SAFE,HNR,43,0.8318908522912074
1380,47,1.3754963670489556e-09,0.46195084910597006,SAFE,CAUTION,HNR,54,0.46195084910597006
1380,59,0.0,0.5538877194840661,SAFE,CAUTION,HNR,61,0.5538877194840661
1381,2,0.5386629397297744,2.3896785602739726e-10,CAUTION,SAFE,HNR,1,0.5386629397297744
1381,36,0.0,0.3796025339166637,SAFE,CAUTION,HNR,33,0.3796025339166637
1381,42,0.4781819512784546,0.0,CAUTION,SAFE,HNR,43,0.4781819512784546
1381,47,7.575498265048984e-09,0.3823607046713082,SAFE,CAUTION,HNR,54,0.3823607046713082
1381,59,0.0,0.4954793220397259,SAFE,CAUTION,HNR,61,0.4954793220397259
1382,42,0.7620004489440855,1.920959727115056e-33,CAUTION,SAFE,HNR,43,0.7620004489440855
1382,47,2.6177161179999546e-08,0.31135254091567444,SAFE,CAUTION,HNR,54,0.31135254091567444
1382,59,0.0,0.4257042221443187,SAFE,CAUTION,HNR,61,0.4257042221443187
1383,47,5.5460940102761015e-08,0.3029787341766619,SAFE,CAUTION,HNR,54,0.3029787341766619
1383,59,0.0,0.41245468801862145,SAFE,CAUTION,HNR,61,0.41245468801862145
1384,47,1.2644190073985054e-08,0.41945195197643276,SAFE,CAUTION,HNR,54,0.41945195197643276
1384,59,0.0,0.5228519856704779,SAFE,CAUTION,HNR,61,0.5228519856704779
1385,47,2.009375116116025e-09,0.5144538681354586,SAFE,CAUTION,HNR,54,0.5144538681354586
1385,59,0.0,0.6089817340720675,SAFE,CAUTION,HNR,61,0.6089817340720675
1386,47,5.25905079364137e-09,0.437825210261329,SAFE,CAUTION,HNR,54,0.437825210261329
1386,59,0.0,0.5452779921323428,SAFE,CAUTION,HNR,61,0.5452779921323428
1386,bsd_demo_31,0.6431383660208206,0.0,WARNING,SAFE,HNR,bsd_demo_32,0.6431383660208206
1387,47,7.240940038802633e-09,0.4142634303214578,SAFE,CAUTION,HNR,54,0.4142634303214578
1387,59,0.0,0.5260544505737035,SAFE,CAUTION,HNR,61,0.5260544505737035
1388,47,9.943443131016518e-09,0.4288392855845772,SAFE,CAUTION,HNR,54,0.4288392855845772
1388,59,0.0,0.5278696918768946,SAFE,CAUTION,HNR,61,0.5278696918768946
1389,47,6.573016444691241e-09,0.476847778895654,SAFE,CAUTION,HNR,54,0.476847778895654
1389,59,0.0,0.5336411991649638,SAFE,CAUTION,HNR,61,0.5336411991649638
1390,47,1.0486526176910517e-09,0.41916845939571334,SAFE,CAUTION,HNR,54,0.41916845939571334
1390,59,0.0,0.48239956653949106,SAFE,CAUTION,HNR,61,0.48239956653949106
1391,47,2.991267320313826e-09,0.398266160671379,SAFE,CAUTION,HNR,54,0.398266160671379
1391,59,0.0,0.4333757188118736,SAFE,CAUTION,HNR,61,0.4333757188118736
1392,36,0.0,0.4186386539627486,SAFE,CAUTION,HNR,33,0.4186386539627486
1392,42,0.6148640045467347,1.9038620233459264e-110,WARNING,SAFE,HNR,43,0.6148640045467347
1392,47,1.0362378107951026e-08,0.3947486548226398,SAFE,CAUTION,HNR,54,0.3947486548226398
1392,59,5.113257260145e-310,0.4376524793130603,SAFE,CAUTION,HNR,61,0.4376524793130603
1393,36,0.0010856194411252625,0.46219306901121726,SAFE,CAUTION,HNR,33,0.46219306901121726
1393,42,0.42018079649047596,0.0,CAUTION,SAFE,HNR,43,0.42018079649047596
1393,47,2.3688090612408757e-08,0.4022209257614041,SAFE,CAUTION,HNR,54,0.4022209257614041
1393,59,3.4257400003309524e-284,0.4120462243864794,SAFE,CAUTION,HNR,61,0.4120462243864794
1394,36,0.0015476955411309274,0.40383584448996984,SAFE,CAUTION,HNR,33,0.40383584448996984
1394,42,0.45130455429474514,2.155433268054792e-42,CAUTION,SAFE,HNR,43,0.45130455429474514
1394,47,5.337752282815836e-09,0.47584447399504326,SAFE,CAUTION,HNR,54,0.47584447399504326
1394,59,3.634357442225891e-266,0.4363545370111424,SAFE,CAUTION,HNR,61,0.4363545370111424
1395,47,3.3260793474526133e-09,0.4912590371729588,SAFE,CAUTION,HNR,54,0.4912590371729588
1395,59,3.07084617050116e-244,0.4104362197188415,SAFE,CAUTION,HNR,61,0.4104362197188415
1396,21,0.3686325699020931,1.196577404852788e-50,CAUTION,SAFE,HNR,1,0.3686325699020931
1396,47,3.1128165564446983e-09,0.482867173329537,SAFE,CAUTION,HNR,54,0.482867173329537
1397,21,0.42501383952346067,8.510239537059143e-53,CAUTION,SAFE,HNR,1,0.42501383952346067
1397,47,3.766405158690107e-09,0.5232083999844095,SAFE,CAUTION,HNR,54,0.5232083999844095
1398,21,0.4038627366748843,2.990079744210387e-54,CAUTION,SAFE,HNR,1,0.4038627366748843
1398,47,2.7732033588053845e-09,0.4713650733772995,SAFE,CAUTION,HNR,54,0.4713650733772995
1399,21,0.4593200935414689,2.553834643830744e-57,CAUTION,SAFE,HNR,1,0.4593200935414689
1399,36,0.00014063337972759378,0.41406515179983383,SAFE,CAUTION,HNR,33,0.41406515179983383
1399,47,2.037798233180641e-08,0.4767977466328529,SAFE,CAUTION,HNR,54,0.4767977466328529
1400,21,0.4168030990951674,4.057974169527803e-59,CAUTION,SAFE,HNR,1,0.4168030990951674
1400,36,9.676467224269118e-05,0.41998567887950766,SAFE,CAUTION,HNR,33,0.41998567887950766
1400,47,3.784744189833584e-08,0.383459229048711,SAFE,CAUTION,HNR,54,0.383459229048711
1401,21,0.41281331115655373,2.648385797239582e-63,CAUTION,SAFE,HNR,1,0.41281331115655373
1401,36,0.00018502793533641194,0.5207128210925628,SAFE,CAUTION,HNR,33,0.5207128210925628
1401,47,2.2173912946453845e-08,0.5124832784758876,SAFE,CAUTION,HNR,54,0.5124832784758876
1402,21,0.4119540283400826,4.570845307884644e-68,CAUTION,SAFE,HNR,1,0.4119540283400826
1402,36,0.0001830335063006398,0.4740108025446291,SAFE,CAUTION,HNR,33,0.4740108025446291
1402,47,9.892381775588055e-08,0.40195241589615394,SAFE,CAUTION,HNR,54,0.40195241589615394
1403,21,0.41617595175470484,3.6960829492449172e-65,CAUTION,SAFE,HNR,1,0.41617595175470484
1403,36,0.000481041745961262,0.3198638711865248,SAFE,CAUTION,HNR,33,0.3198638711865248
1403,47,1.1238055765278583e-07,0.3681485762426931,SAFE,CAUTION,HNR,54,0.3681485762426931
1403,59,3.3035513783770563e-127,0.4514643109348454,SAFE,CAUTION,HNR,61,0.4514643109348454
1404,21,0.42234941449312713,3.325002833843679e-63,CAUTION,SAFE,HNR,1,0.42234941449312713
1404,59,1.5433539015980746e-118,0.3427708982601774,SAFE,CAUTION,HNR,61,0.3427708982601774
1405,21,0.3542398810215906,1.6235219123273456e-60,CAUTION,SAFE,HNR,1,0.3542398810215906
1405,59,6.406640628316709e-110,0.32995577073849364,SAFE,CAUTION,HNR,61,0.32995577073849364
1406,21,0.339545579677772,2.697368631934199e-58,CAUTION,SAFE,HNR,1,0.339545579677772
1406,59,1.7270587816538114e-101,0.397205089116253,SAFE,CAUTION,HNR,61,0.397205089116253
1407,21,0.3731467146112558,8.284487415715882e-54,CAUTION,SAFE,HNR,1,0.3731467146112558
1407,36,0.0,0.47836190073906687,SAFE,CAUTION,HNR,33,0.47836190073906687
1407,59,2.492111880518042e-93,0.3925639376556464,SAFE,CAUTION,HNR,61,0.3925639376556464
1408,21,0.386479926316668,0.00011934858049971912,CAUTION,SAFE,HNR,1,0.386479926316668
1408,36,0.0,0.4455378946344187,SAFE,CAUTION,HNR,33,0.4455378946344187
1408,59,5.190446840754199e-84,0.39268784694142234,SAFE,CAUTION,HNR,61,0.39268784694142234
1409,21,0.3715330166496219,1.1691011859198035e-47,CAUTION,SAFE,HNR,1,0.3715330166496219
1409,36,0.0,0.4073455620314008,SAFE,CAUTION,HNR,33,0.4073455620314008
1409,59,3.5423631761149656e-76,0.47641371008160316,SAFE,CAUTION,HNR,61,0.47641371008160316
1409,bsd_demo_31,0.6799853945646586,0.0,WARNING,SAFE,HNR,bsd_demo_32,0.6799853945646586
1410,36,0.0,0.3840391548343175,SAFE,CAUTION,HNR,33,0.3840391548343175
1410,59,1.7187512312098895e-69,0.3757817132470478,SAFE,CAUTION,HNR,61,0.3757817132470478
1410,bsd_demo_31,0.7907492385112556,0.0,WARNING,SAFE,HNR,bsd_demo_32,0.7907492385112556
1411,36,0.0,0.30772923927010715,SAFE,CAUTION,HNR,33,0.30772923927010715
1411,59,1.2528999515371702e-62,0.3114013029641,SAFE,CAUTION,HNR,61,0.3114013029641
1412,36,0.0,0.32303349515650753,SAFE,CAUTION,HNR,33,0.32303349515650753
1413,21,0.3778029602438888,1.3156264929473035e-30,CAUTION,SAFE,HNR,1,0.3778029602438888
1414,21,0.45059974150962323,3.205425708602054e-28,CAUTION,SAFE,HNR,1,0.45059974150962323
1414,bsp_92,0.7652695440479631,0.0,WARNING,SAFE,HNR,bsp_93,0.7652695440479631
1415,21,0.5538937881453991,4.529460565424969e-25,CAUTION,SAFE,HNR,1,0.5538937881453991
1415,bsp_92,0.7606198307397003,0.0,WARNING,SAFE,HNR,bsp_93,0.7606198307397003
1416,21,0.5927710651036507,0.0003198775549285781,CAUTION,SAFE,HNR,1,0.5927710651036507
1416,bsp_92,0.7788443800566309,0.0,WARNING,SAFE,HNR,bsp_93,0.7788443800566309
1417,21,0.6471588015180528,0.0008063408963043103,CAUTION,SAFE,HNR,1,0.6471588015180528
1417,bsp_92,0.6819372086453478,0.0,WARNING,SAFE,HNR,bsp_93,0.6819372086453478
1417,bsp_93,0.0,0.7729375314554713,SAFE,WARNING,HNR,bsp_88,0.7729375314554713
1418,21,0.6682457847613923,0.0008439363454983878,CAUTION,SAFE,HNR,1,0.6682457847613923
1418,bsp_92,0.5285016140415362,0.0,CAUTION,SAFE,HNR,bsp_93,0.5285016140415362
1418,bsp_93,0.0,0.720462813030855,SAFE,WARNING,HNR,bsp_88,0.720462813030855
1419,21,0.6165227560906276,0.0012767730149008916,WARNING,SAFE,HNR,1,0.6165227560906276
1419,bsp_93,0.0,0.7359779745826202,SAFE,WARNING,HNR,bsp_88,0.7359779745826202
1420,21,0.6508019756713885,0.0015666274528547037,WARNING,SAFE,HNR,1,0.6508019756713885
1420,bsp_93,0.0,0.43451120713677477,SAFE,CAUTION,HNR,bsp_88,0.43451120713677477
1421,21,0.6476252121533068,0.0014800399233039193,WARNING,SAFE,HNR,1,0.6476252121533068
1422,21,0.6672045479574173,0.0028434230507288294,WARNING,SAFE,HNR,1,0.6672045479574173
1423,21,0.6907598975369743,0.0029432981187226133,WARNING,SAFE,HNR,1,0.6907598975369743
1424,21,0.712428140034174,0.002741392344058371,WARNING,SAFE,HNR,1,0.712428140034174
1424,43,0.5479980598018126,0.0,CAUTION,SAFE,HNR,42,0.5479980598018126
1425,21,0.7173361321386855,0.0012480142698962254,WARNING,SAFE,HNR,1,0.7173361321386855
1425,43,0.7239301469974937,5.0687664136258824e-08,CAUTION,SAFE,HNR,42,0.7239301469974937
1426,2,0.49817334673288877,3.596224371346009e-265,CAUTION,SAFE,HNR,1,0.49817334673288877
1426,21,0.6998123417570947,0.0005149645964349057,WARNING,SAFE,HNR,1,0.6998123417570947
1426,43,0.752222981326792,0.0,CAUTION,SAFE,HNR,42,0.752222981326792
1427,14,7.44637173242903e-15,0.6224102517275912,SAFE,WARNING,HNR,1,0.6224102517275912
1427,2,0.5083712054996038,2.1776140383994145e-278,CAUTION,SAFE,HNR,1,0.5083712054996038
1427,21,0.6625022008005366,0.0010291861502059792,WARNING,SAFE,HNR,1,0.6625022008005366
1427,43,0.7069001896928254,0.0,WARNING,SAFE,HNR,42,0.7069001896928254
1428,14,1.030198397698776e-13,0.4848297123303393,SAFE,CAUTION,HNR,1,0.4848297123303393
1428,2,0.4892746349764919,7.279052416169574e-297,CAUTION,SAFE,HNR,1,0.4892746349764919
1428,21,0.6517004985320444,0.001403734539573135,WARNING,SAFE,HNR,1,0.6517004985320444
1428,43,0.5480550876364337,0.0,CAUTION,SAFE,HNR,42,0.5480550876364337
1428,66,0.4857183640741195,1.5704906783016795e-08,CAUTION,SAFE,HNR,31,0.4857183640741195
1429,2,0.4308843525966098,3.3882797925834e-311,CAUTION,SAFE,HNR,1,0.4308843525966098
1429,21,0.5580333998270836,0.0051534408973746065,CAUTION,SAFE,HNR,1,0.5580333998270836
1429,43,0.6375984799265977,0.0,CAUTION,SAFE,HNR,42,0.6375984799265977
1430,2,0.39742718676437355,0.0,CAUTION,SAFE,HNR,1,0.39742718676437355
1430,21,0.4834986774179025,0.0043211029232861015,CAUTION,SAFE,HNR,1,0.4834986774179025
1430,bsp_94,0.7566314806721695,0.0,WARNING,SAFE,HNR,bsp_95,0.7566314806721695
1431,21,0.5297589899478032,0.012926459238430789,CAUTION,SAFE,HNR,1,0.5297589899478032
1431,bsp_94,0.7408887119931314,0.0,WARNING,SAFE,HNR,bsp_95,0.7408887119931314
1432,21,0.5035265525114097,0.015347273433296685,CAUTION,SAFE,HNR,1,0.5035265525114097
1432,bsp_94,0.7018373228238598,0.0,WARNING,SAFE,HNR,bsp_95,0.7018373228238598
1433,21,0.5250079213066399,0.00040932889024416396,CAUTION,SAFE,HNR,1,0.5250079213066399
1433,bsd_demo_33,0.3878257591003323,0.007606323588247799,CAUTION,SAFE,HNR,55,0.3878257591003323
1433,bsp_95,0.0,0.6584735408904995,SAFE,WARNING,HNR,bsp_93,0.6584735408904995
1434,21,0.5447486567651583,0.0009758734073771529,CAUTION,SAFE,HNR,1,0.5447486567651583
1434,43,0.4282308765855979,0.0,CAUTION,SAFE,HNR,42,0.4282308765855979
1434,bsp_95,0.0,0.7372166631472873,SAFE,WARNING,HNR,bsp_93,0.7372166631472873
1435,21,0.5280337604406141,0.0,CAUTION,SAFE,HNR,1,0.5280337604406141
1435,bsd_demo_8,0.0,0.7450544251431168,SAFE,WARNING,HNR,bsd_demo_7,0.7450544251431168
1435,bsp_95,0.0,0.7088251400928536,SAFE,WARNING,HNR,bsp_93,0.7088251400928536
1436,21,0.5798667813290896,0.0,CAUTION,SAFE,HNR,1,0.5798667813290896
1436,bsd_demo_8,0.0,0.4533025941718356,SAFE,CAUTION,HNR,bsd_demo_7,0.4533025941718356
1437,21,0.5094940934386661,0.0,CAUTION,SAFE,HNR,1,0.5094940934386661
1438,21,0.6260506313752187,0.0,CAUTION,SAFE,HNR,1,0.6260506313752187
1439,21,0.6352282427551086,0.0,CAUTION,SAFE,HNR,1,0.6352282427551086
